ID,Longtitude,Latitude
5649396813,-80.7455125,35.3073617
5649396816,-80.7452175,35.3072238
5649396817,-80.7453784,35.3074974
5649396818,-80.7454965,35.3076309
5649396819,-80.7455850,35.3076681
5727993475,-80.7399761,35.3074472
5783710855,-80.7404659,35.3113026
5783710856,-80.7405960,35.3112230
5783710857,-80.7410676,35.3107619
5783710858,-80.7410717,35.3105993
5783710859,-80.7409904,35.3104732
5783710860,-80.7399527,35.3097710
5783710861,-80.7398155,35.3097566
5783710864,-80.7391209,35.3104307
5783710865,-80.7391774,35.3105298
5783710866,-80.7401130,35.3112228
5783710867,-80.7402871,35.3112993
5783710868,-80.7403687,35.3110126
5783710869,-80.7392949,35.3103665
5783710870,-80.7397608,35.3099013
5783710871,-80.7407383,35.3106572
5819841391,-80.7440799,35.3129730
5819841393,-80.7437186,35.3127327
5819841396,-80.7437963,35.3126546
5819841397,-80.7442760,35.3122010
5819841398,-80.7444543,35.3120384
5819841399,-80.7444948,35.3120357
5819841400,-80.7445418,35.3120476
5819841401,-80.7454735,35.3127117
5819841420,-80.7453357,35.3130069
5819841421,-80.7451016,35.3128512
6079738157,-80.7371823,35.3085929
6079738162,-80.7392608,35.3129443
6079738163,-80.7396061,35.3126122
6079738164,-80.7386870,35.3119759
6079738165,-80.7383416,35.3123081
6079738166,-80.7383123,35.3117754
6079738167,-80.7389806,35.3111293
6079738168,-80.7385172,35.3107923
6079738169,-80.7378409,35.3114515
6079738170,-80.7378657,35.3113626
6079738171,-80.7380336,35.3112009
6079738172,-80.7379294,35.3111288
6079738173,-80.7377614,35.3112905
6079739300,-80.7431116,35.3073476
6079739303,-80.7419638,35.3073663
6130884811,-80.7398333,35.3099129
6130884812,-80.7399549,35.3099720
6130884813,-80.7407516,35.3105126
6130884814,-80.7408595,35.3106110
6130884815,-80.7408710,35.3106679
6130884816,-80.7408518,35.3107327
6130884817,-80.7404447,35.3111153
6130884818,-80.7403663,35.3111320
6130884819,-80.7402808,35.3111117
6130884820,-80.7401671,35.3110325
6130884821,-80.7394183,35.3105116
6130884822,-80.7393202,35.3104163
6130884823,-80.7394020,35.3103430
6130884824,-80.7397716,35.3099876
6520695486,-80.7447597,35.3094393
6532070158,-80.7436512,35.3107976
6532070159,-80.7439753,35.3110350
6532070160,-80.7450590,35.3102492
6532070161,-80.7449938,35.3102050
6532070162,-80.7450168,35.3101420
6532070163,-80.7447204,35.3097982
6800743077,-80.7382764,35.3104750
6800743078,-80.7385728,35.3106407
6800743079,-80.7387299,35.3107564
6800743080,-80.7389595,35.3109097
6800743081,-80.7393631,35.3111926
6800743082,-80.7395464,35.3113334
6800743083,-80.7396219,35.3114251
6800743084,-80.7396697,35.3115232
6800744236,-80.7401204,35.3072504
6800744237,-80.7402742,35.3072666
6800744238,-80.7403909,35.3072644
6800744239,-80.7404539,35.3072392
6800744240,-80.7405464,35.3071966
6800744245,-80.7408495,35.3071801
6800744246,-80.7408817,35.3072174
6800744247,-80.7409058,35.3072732
6800744248,-80.7409125,35.3074406
6800744249,-80.7409512,35.3075150
6800744250,-80.7407570,35.3075227
6800744251,-80.7407516,35.3074133
6800744252,-80.7407489,35.3073728
6800744253,-80.7407516,35.3073542
6800744254,-80.7407623,35.3073399
6800744255,-80.7407838,35.3073312
6800744256,-80.7408227,35.3073257
6800744257,-80.7408455,35.3073246
6800744258,-80.7408696,35.3073246
6800744259,-80.7409079,35.3073246
6800744260,-80.7409471,35.3073245
6800744261,-80.7419053,35.3094782
6800744262,-80.7419129,35.3094839
6800744263,-80.7419754,35.3094231
6800744264,-80.7419668,35.3094170
6800744265,-80.7418738,35.3094766
6800744266,-80.7418546,35.3094805
6800744267,-80.7418348,35.3094804
6800744268,-80.7418177,35.3094758
6800744269,-80.7418006,35.3094639
6800744270,-80.7417844,35.3094746
6800744271,-80.7417285,35.3094148
6800744272,-80.7417347,35.3094127
6800744273,-80.7416922,35.3093679
6800744274,-80.7416365,35.3093169
6800744275,-80.7415913,35.3092777
6800744276,-80.7415479,35.3092440
6800744277,-80.7414154,35.3091619
6800744278,-80.7414192,35.3091563
6800744279,-80.7411822,35.3090366
6800744280,-80.7412443,35.3090629
6800744281,-80.7413068,35.3090930
6800744282,-80.7413650,35.3091247
6800744283,-80.7411796,35.3090427
6800744284,-80.7410954,35.3090109
6800761985,-80.7411027,35.3089990
6800761986,-80.7410849,35.3089855
6800761987,-80.7410740,35.3089697
6800761988,-80.7410691,35.3089522
6800761989,-80.7410737,35.3089344
6800761990,-80.7410596,35.3089072
6800761991,-80.7418379,35.3084859
6800761992,-80.7417711,35.3084314
6800761993,-80.7417033,35.3083871
6800761994,-80.7416858,35.3084043
6800761995,-80.7415994,35.3084100
6800761996,-80.7416161,35.3084014
6800761997,-80.7416342,35.3083965
6800761998,-80.7416593,35.3083977
6800761999,-80.7417916,35.3090007
6800762000,-80.7418193,35.3089742
6800762001,-80.7417932,35.3089536
6800762002,-80.7417843,35.3089157
6800762003,-80.7417905,35.3088995
6800762004,-80.7418162,35.3089009
6800762005,-80.7418533,35.3088908
6800762006,-80.7418927,35.3088731
6800762007,-80.7419321,35.3088403
6800762008,-80.7419533,35.3088128
6800762009,-80.7419701,35.3087793
6800762010,-80.7419781,35.3087522
6800762011,-80.7419790,35.3087204
6800762012,-80.7419684,35.3087038
6800762013,-80.7419374,35.3086948
6800762014,-80.7419100,35.3086969
6800762015,-80.7418803,35.3087067
6800762016,-80.7418449,35.3087233
6800762017,-80.7418100,35.3087464
6800762018,-80.7417848,35.3087735
6800762019,-80.7417649,35.3088078
6800762020,-80.7417538,35.3088424
6800762021,-80.7417538,35.3088742
6800762022,-80.7417644,35.3088908
6800762023,-80.7417786,35.3088977
6800762024,-80.7417598,35.3088835
6800762025,-80.7417304,35.3088912
6800762026,-80.7416919,35.3088890
6800762027,-80.7416689,35.3088731
6800762028,-80.7416392,35.3089004
6800762029,-80.7419002,35.3084168
6800762030,-80.7418998,35.3084681
6800762031,-80.7418923,35.3085251
6800762032,-80.7418901,35.3085681
6800762033,-80.7418865,35.3086128
6800762034,-80.7418887,35.3086414
6800762035,-80.7418949,35.3086695
6800762036,-80.7419042,35.3086989
6800762037,-80.7419401,35.3085356
6800762038,-80.7419861,35.3085515
6800762039,-80.7420250,35.3085706
6800762040,-80.7420538,35.3085915
6800762041,-80.7420803,35.3086215
6800762042,-80.7421113,35.3086605
6800762043,-80.7421294,35.3086915
6800762044,-80.7421489,35.3087305
6800762045,-80.7421559,35.3087410
6800762046,-80.7421688,35.3087583
6800762047,-80.7421958,35.3087883
6800762048,-80.7422254,35.3088146
6800762049,-80.7422466,35.3088316
6800762050,-80.7422794,35.3088554
6800762051,-80.7423130,35.3088771
6800762052,-80.7423599,35.3089038
6800762053,-80.7424174,35.3089341
6800762054,-80.7424661,35.3089648
6800762055,-80.7425019,35.3089890
6800762056,-80.7425652,35.3090341
6800762057,-80.7426037,35.3090663
6800762058,-80.7426395,35.3091024
6800762059,-80.7426656,35.3091280
6800762060,-80.7427023,35.3091540
6800762061,-80.7427722,35.3091952
6800762062,-80.7428293,35.3092313
6800762063,-80.7429837,35.3093370
6800762064,-80.7432336,35.3095071
6800762065,-80.7434716,35.3096677
6800762066,-80.7436729,35.3098092
6800762067,-80.7438671,35.3099432
6800762068,-80.7439888,35.3100298
6800762069,-80.7434229,35.3097343
6800762070,-80.7434760,35.3096708
6800762071,-80.7435128,35.3096336
6800762072,-80.7444186,35.3097569
6800762074,-80.7446652,35.3095206
6800762075,-80.7436319,35.3100235
6800762076,-80.7435628,35.3100412
6800762077,-80.7435989,35.3100026
6800762078,-80.7435372,35.3099625
6800762079,-80.7435187,35.3099780
6800762080,-80.7434667,35.3099474
6800762081,-80.7421912,35.3086130
6800762082,-80.7422748,35.3085868
6800762083,-80.7423428,35.3085928
6800762084,-80.7423873,35.3086372
6800762085,-80.7424079,35.3087532
6800762086,-80.7422641,35.3086175
6800762087,-80.7422752,35.3086494
6800762088,-80.7422734,35.3086699
6800762089,-80.7422524,35.3086927
6800762090,-80.7422069,35.3087170
6800762091,-80.7421695,35.3087342
6800762092,-80.7421328,35.3087528
6800762093,-80.7421065,35.3087585
6800762094,-80.7420645,35.3087590
6800762095,-80.7420283,35.3087532
6800762096,-80.7419784,35.3087432
6800762097,-80.7421559,35.3087410
6800762098,-80.7419784,35.3087432
6800762099,-80.7418351,35.3098139
6800762100,-80.7419010,35.3097854
6800762101,-80.7419671,35.3097630
6800762102,-80.7420240,35.3097431
6800762103,-80.7420901,35.3097348
6800762104,-80.7421531,35.3097332
6800762105,-80.7422029,35.3097290
6800762106,-80.7422364,35.3097166
6800762107,-80.7422690,35.3096958
6800762108,-80.7423025,35.3096701
6800762109,-80.7423411,35.3096411
6800762110,-80.7423737,35.3096212
6800762111,-80.7423991,35.3096112
6800762112,-80.7424509,35.3096038
6800762113,-80.7425363,35.3095938
6800762114,-80.7426277,35.3095698
6800762115,-80.7426999,35.3095366
6800762116,-80.7427528,35.3095059
6800762117,-80.7428097,35.3094586
6800762118,-80.7428768,35.3093906
6800762119,-80.7428943,35.3093723
6800762120,-80.7429306,35.3093359
6800762121,-80.7429523,35.3093155
6800762122,-80.7429932,35.3092707
6800762123,-80.7419600,35.3094381
6800762124,-80.7422657,35.3096416
6800762125,-80.7424443,35.3094591
6800762126,-80.7425564,35.3093472
6800762127,-80.7426883,35.3094363
6800762128,-80.7427887,35.3093429
6800762129,-80.7426854,35.3092757
6800762130,-80.7427484,35.3092190
6800762131,-80.7423992,35.3089868
6800762132,-80.7426722,35.3094254
6800762133,-80.7425593,35.3095353
6800762134,-80.7426489,35.3094481
6800762135,-80.7427422,35.3095120
6800762136,-80.7421846,35.3097305
6800762137,-80.7421740,35.3096197
6800762138,-80.7421063,35.3095763
6800762139,-80.7421197,35.3095611
6800762140,-80.7419820,35.3094658
6800762141,-80.7419207,35.3095177
6800762142,-80.7418775,35.3095339
6800762143,-80.7418185,35.3095387
6800762144,-80.7418115,35.3095768
6800762145,-80.7417864,35.3096030
6800762146,-80.7417340,35.3097686
6800762147,-80.7417994,35.3097463
6800762148,-80.7418759,35.3097239
6800762149,-80.7419275,35.3096937
6800762150,-80.7420022,35.3096195
6800762151,-80.7420646,35.3095541
6800762152,-80.7419868,35.3095013
6800762153,-80.7418643,35.3096233
6800762154,-80.7419668,35.3096956
6800762155,-80.7421000,35.3095604
6800762156,-80.7420515,35.3095271
6800762157,-80.7420423,35.3095328
6800762158,-80.7420346,35.3095309
6800762159,-80.7420230,35.3095240
6800762160,-80.7447676,35.3092725
6800762161,-80.7446879,35.3093485
6800762162,-80.7445369,35.3094969
6800762163,-80.7443347,35.3096962
6800762164,-80.7439289,35.3100879
6800762165,-80.7438784,35.3101426
6800762166,-80.7438573,35.3101644
6800762167,-80.7438128,35.3102089
6800762168,-80.7435770,35.3104368
6800762169,-80.7433381,35.3106695
6800762170,-80.7431819,35.3108230
6800762171,-80.7430972,35.3109013
6800762172,-80.7430540,35.3108718
6800762173,-80.7427893,35.3106927
6800762174,-80.7438868,35.3101335
6800762175,-80.7437522,35.3100430
6800762176,-80.7437421,35.3100583
6800762177,-80.7438469,35.3101748
6800762178,-80.7429271,35.3107859
6800762179,-80.7428567,35.3108539
6800762180,-80.7427447,35.3109590
6800762181,-80.7424905,35.3112073
6800762182,-80.7422093,35.3114732
6800762183,-80.7419698,35.3116875
6800762184,-80.7418542,35.3118032
6800762185,-80.7416948,35.3119685
6800762186,-80.7413959,35.3122513
6800762187,-80.7411456,35.3124908
6800762188,-80.7409561,35.3126706
6800762189,-80.7419783,35.3116799
6800762190,-80.7413005,35.3112045
6800762191,-80.7411331,35.3113680
6800762192,-80.7417320,35.3109495
6800762193,-80.7418580,35.3107549
6800762194,-80.7418997,35.3105247
6800762195,-80.7418943,35.3103804
6800762196,-80.7415262,35.3109827
6800762197,-80.7408216,35.3116834
6800762198,-80.7407622,35.3118714
6800762199,-80.7406935,35.3119238
6800762200,-80.7406594,35.3120028
6800762201,-80.7403019,35.3120318
6800762202,-80.7404493,35.3120127
6800762203,-80.7403729,35.3120310
6800762204,-80.7403139,35.3119998
6800762205,-80.7403381,35.3119812
6800762206,-80.7404145,35.3119506
6800762207,-80.7405084,35.3119112
6800762208,-80.7406345,35.3118378
6800762209,-80.7407136,35.3117766
6800762210,-80.7410059,35.3115008
6800762211,-80.7416296,35.3108835
6800762212,-80.7416751,35.3108310
6800762213,-80.7417382,35.3107544
6800762214,-80.7417905,35.3106669
6800762215,-80.7418294,35.3105990
6800762216,-80.7418589,35.3105355
6800762217,-80.7418709,35.3105038
6800762218,-80.7419851,35.3117524
6800762219,-80.7419372,35.3117953
6800762220,-80.7418998,35.3118296
6800762221,-80.7418863,35.3118598
6800762222,-80.7418706,35.3119316
6800762223,-80.7418741,35.3119706
6800762224,-80.7418765,35.3120278
6800762225,-80.7418601,35.3120745
6800762226,-80.7418438,35.3121059
6800762227,-80.7417784,35.3121612
6800762228,-80.7416348,35.3122983
6800762229,-80.7413289,35.3125927
6800762230,-80.7410810,35.3128257
6800762231,-80.7409822,35.3129176
6800762232,-80.7430160,35.3109838
6800762233,-80.7429315,35.3110621
6800762234,-80.7424894,35.3114809
6800762235,-80.7423898,35.3115738
6800762236,-80.7423237,35.3116377
6800762237,-80.7422689,35.3116775
6800762238,-80.7422241,35.3116990
6800762239,-80.7421693,35.3117106
6800762240,-80.7421205,35.3117140
6800762241,-80.7420839,35.3117189
6800762242,-80.7418799,35.3121235
6800762243,-80.7419197,35.3121509
6800762244,-80.7419380,35.3121629
6800762245,-80.7420228,35.3122217
6800762246,-80.7420497,35.3122087
6800762247,-80.7420997,35.3121960
6800762248,-80.7421564,35.3121866
6800762249,-80.7422090,35.3121863
6800762250,-80.7422493,35.3121881
6800762251,-80.7422948,35.3122206
6800762252,-80.7427956,35.3125729
6800762253,-80.7428156,35.3125917
6800762254,-80.7428408,35.3126260
6800762255,-80.7428425,35.3126650
6800762257,-80.7418273,35.3121015
6800762258,-80.7415991,35.3121140
6800762259,-80.7415778,35.3121019
6800762260,-80.7415642,35.3120921
6800762261,-80.7414959,35.3121567
6800762262,-80.7416626,35.3122718
6800762263,-80.7417512,35.3123343
6800762264,-80.7418375,35.3123926
6800762265,-80.7419884,35.3122483
6800762266,-80.7418807,35.3124219
6800762267,-80.7415956,35.3126261
6800762268,-80.7414304,35.3127774
6800762269,-80.7412764,35.3129205
6800762270,-80.7412022,35.3129968
6800762271,-80.7411079,35.3130887
6800762272,-80.7409770,35.3129224
6800762273,-80.7410528,35.3129744
6800762274,-80.7410664,35.3129832
6800762275,-80.7411506,35.3130471
6800762276,-80.7406710,35.3127297
6800762277,-80.7406167,35.3127803
6800762278,-80.7406271,35.3127835
6800762279,-80.7406368,35.3127898
6800762280,-80.7406402,35.3127979
6800762281,-80.7406379,35.3128064
6800762282,-80.7406044,35.3128375
6800762283,-80.7407099,35.3129073
6800762284,-80.7407384,35.3128806
6800762285,-80.7407442,35.3128774
6800762286,-80.7407538,35.3128756
6800762287,-80.7407631,35.3128784
6800762288,-80.7407854,35.3128941
6800762289,-80.7408320,35.3128482
6800762290,-80.7408135,35.3128356
6800762291,-80.7408085,35.3128322
6800762292,-80.7408058,35.3128243
6800762293,-80.7408058,35.3128209
6800762294,-80.7408151,35.3128111
6800762295,-80.7408420,35.3127866
6800762296,-80.7407334,35.3127118
6800762297,-80.7407038,35.3127414
6800762298,-80.7406953,35.3127445
6800762299,-80.7406868,35.3127426
6800762300,-80.7406791,35.3127388
6800762301,-80.7409933,35.3129072
6800762302,-80.7409606,35.3128586
6800762303,-80.7408413,35.3127728
6800762304,-80.7406294,35.3126235
6800762305,-80.7404943,35.3125352
6800762306,-80.7403548,35.3124334
6800762307,-80.7403079,35.3123919
6800762308,-80.7402628,35.3123394
6800762309,-80.7402162,35.3122766
6800762310,-80.7401800,35.3122087
6800762311,-80.7401511,35.3121455
6800762312,-80.7401326,35.3120914
6800762313,-80.7401292,35.3120500
6800762314,-80.7401062,35.3119977
6800762315,-80.7400783,35.3119365
6800762316,-80.7401969,35.3118988
6800762317,-80.7402624,35.3118787
6800762318,-80.7403283,35.3118548
6800762319,-80.7403987,35.3118205
6800762320,-80.7404727,35.3117778
6800762321,-80.7405932,35.3116999
6800762322,-80.7406772,35.3116251
6800762323,-80.7407588,35.3115465
6800762324,-80.7407673,35.3115286
6800762325,-80.7407696,35.3115000
6800762326,-80.7407696,35.3114774
6800762327,-80.7407846,35.3113975
6800762328,-80.7408289,35.3113548
6800762329,-80.7409572,35.3112325
6800762330,-80.7411486,35.3110503
6800762331,-80.7412722,35.3109321
6800762332,-80.7413073,35.3109183
6800762333,-80.7413828,35.3109085
6800762334,-80.7414170,35.3109123
6800762335,-80.7414613,35.3109392
6800762336,-80.7413875,35.3110150
6800762337,-80.7413408,35.3109383
6800762338,-80.7413328,35.3109150
6800762339,-80.7413285,35.3108632
6800762340,-80.7413408,35.3108055
6800762341,-80.7413833,35.3107549
6800762342,-80.7414913,35.3106249
6800762343,-80.7415461,35.3105311
6800762344,-80.7416045,35.3104040
6800762345,-80.7416293,35.3102755
6800762346,-80.7416311,35.3101441
6800762347,-80.7416081,35.3100026
6800762348,-80.7415550,35.3098567
6800762349,-80.7414700,35.3097224
6800762350,-80.7413674,35.3096054
6800762351,-80.7411196,35.3094336
6800762352,-80.7408984,35.3093224
6800762353,-80.7407215,35.3092545
6800762354,-80.7407533,35.3091477
6800762355,-80.7407830,35.3090963
6800762356,-80.7409245,35.3091250
6800762357,-80.7415179,35.3094930
6800762358,-80.7415817,35.3095518
6800762359,-80.7413378,35.3107535
6800762360,-80.7414458,35.3108219
6800762361,-80.7415444,35.3107195
6800762362,-80.7415812,35.3106687
6800762363,-80.7416107,35.3106260
6800762364,-80.7416382,35.3105745
6800762365,-80.7416671,35.3105039
6800762366,-80.7416966,35.3104345
6800762367,-80.7417127,35.3103617
6800762368,-80.7417268,35.3102916
6800762369,-80.7417314,35.3102336
6800762370,-80.7417301,35.3101773
6800762371,-80.7417254,35.3101193
6800762372,-80.7416946,35.3101209
6800762373,-80.7416785,35.3101198
6800762374,-80.7416711,35.3101165
6800762375,-80.7416637,35.3101089
6800762376,-80.7416637,35.3101034
6800762377,-80.7416657,35.3100963
6800762378,-80.7416738,35.3100886
6800762379,-80.7416872,35.3100881
6800762380,-80.7417227,35.3100870
6800762381,-80.7417120,35.3100295
6800762382,-80.7416899,35.3099458
6800762383,-80.7416651,35.3098801
6800762384,-80.7416275,35.3098068
6800762385,-80.7415853,35.3097308
6800762386,-80.7415303,35.3096613
6800762387,-80.7414626,35.3095852
6800762388,-80.7413935,35.3095223
6800762389,-80.7413298,35.3094719
6800762390,-80.7412795,35.3094397
6800762391,-80.7412621,35.3094572
6800762392,-80.7412520,35.3094610
6800762393,-80.7412419,35.3094583
6800762394,-80.7412037,35.3094353
6800762395,-80.7411896,35.3094254
6800762396,-80.7411863,35.3094161
6800762397,-80.7412071,35.3093931
6800762398,-80.7410830,35.3093127
6800762399,-80.7409824,35.3092667
6800762400,-80.7408597,35.3092197
6800762401,-80.7408275,35.3092093
6800762402,-80.7408155,35.3092372
6800762403,-80.7408068,35.3092459
6800762404,-80.7407940,35.3092443
6800762405,-80.7407779,35.3092355
6800762406,-80.7406914,35.3092098
6800762407,-80.7406767,35.3092777
6800762408,-80.7406861,35.3092821
6800762409,-80.7406928,35.3092930
6800762410,-80.7406814,35.3093297
6800762411,-80.7407652,35.3093526
6800762412,-80.7408765,35.3093915
6800762413,-80.7409536,35.3094282
6800762414,-80.7410207,35.3094665
6800762415,-80.7410904,35.3095146
6800762416,-80.7411139,35.3094867
6800762417,-80.7411219,35.3094785
6800762418,-80.7411306,35.3094763
6800762419,-80.7411427,35.3094829
6800762420,-80.7411849,35.3095091
6800762421,-80.7411910,35.3095163
6800762422,-80.7411896,35.3095234
6800762423,-80.7411554,35.3095562
6800762424,-80.7412252,35.3096027
6800762425,-80.7412909,35.3096552
6800762426,-80.7413626,35.3097330
6800762427,-80.7414163,35.3097986
6800762428,-80.7414538,35.3098604
6800762429,-80.7414934,35.3099496
6800762430,-80.7415182,35.3100268
6800762431,-80.7415336,35.3101012
6800762432,-80.7415685,35.3100979
6800762433,-80.7415879,35.3100952
6800762434,-80.7416014,35.3101012
6800762435,-80.7416054,35.3101165
6800762436,-80.7415980,35.3101247
6800762437,-80.7415853,35.3101313
6800762438,-80.7415370,35.3101330
6800762439,-80.7415363,35.3102522
6800762440,-80.7415256,35.3103223
6800762441,-80.7415061,35.3103901
6800762442,-80.7414827,35.3104558
6800762443,-80.7414317,35.3105548
6800762444,-80.7413861,35.3106156
6800762445,-80.7413519,35.3106566
6800762446,-80.7413794,35.3106780
6800762447,-80.7413935,35.3106911
6800762448,-80.7413841,35.3107026
6800762449,-80.7397769,35.3091967
6800762450,-80.7405952,35.3093106
6800762451,-80.7405586,35.3092733
6800762452,-80.7405098,35.3092136
6800762453,-80.7404600,35.3091854
6800762454,-80.7403929,35.3091497
6800762455,-80.7403035,35.3091008
6800762456,-80.7401317,35.3091530
6800762457,-80.7399884,35.3091895
6800762458,-80.7399061,35.3092069
6800762459,-80.7398613,35.3092517
6800762460,-80.7398410,35.3093206
6800762461,-80.7398248,35.3095288
6800762462,-80.7397993,35.3096059
6800762463,-80.7397434,35.3096457
6800762464,-80.7396865,35.3096855
6800762465,-80.7395270,35.3095876
6800762466,-80.7394162,35.3095180
6800762467,-80.7397224,35.3095434
6800762468,-80.7396568,35.3095829
6800762469,-80.7394638,35.3094179
6800762470,-80.7395800,35.3093177
6800762471,-80.7396843,35.3092494
6800762472,-80.7395107,35.3093595
6800762473,-80.7395879,35.3095500
6800762474,-80.7397008,35.3095764
6800762475,-80.7398381,35.3093580
6800762476,-80.7397628,35.3093594
6800762477,-80.7396703,35.3093728
6800762478,-80.7395788,35.3094027
6800762479,-80.7395148,35.3094334
6800762480,-80.7394872,35.3094542
6800762481,-80.7392769,35.3096515
6800762482,-80.7390424,35.3097025
6800762483,-80.7389451,35.3096991
6800762484,-80.7383130,35.3104258
6800762485,-80.7382385,35.3105259
6800762486,-80.7377848,35.3105583
6800762487,-80.7383472,35.3105372
6800762488,-80.7386566,35.3102409
6800762489,-80.7390897,35.3098265
6800762490,-80.7400144,35.3093635
6800762491,-80.7401451,35.3093816
6800762492,-80.7401988,35.3094064
6800762493,-80.7403529,35.3091958
6800762494,-80.7404685,35.3090491
6800762495,-80.7406553,35.3089757
6800762496,-80.7407006,35.3089501
6800762497,-80.7407590,35.3089232
6800762498,-80.7405664,35.3092813
6800762499,-80.7406343,35.3092387
6800762500,-80.7406518,35.3092091
6800762501,-80.7407125,35.3090348
6800762502,-80.7406030,35.3089963
6800762503,-80.7405603,35.3089168
6800762504,-80.7404954,35.3087623
6800762505,-80.7404744,35.3086918
6800762506,-80.7404533,35.3085661
6800762507,-80.7404533,35.3084270
6800762508,-80.7404487,35.3082221
6800762509,-80.7404288,35.3081278
6800762510,-80.7403705,35.3079915
6800762511,-80.7402992,35.3078744
6800762512,-80.7402070,35.3077715
6800762513,-80.7401206,35.3076848
6800762514,-80.7400179,35.3076057
6800762515,-80.7398824,35.3075314
6800762516,-80.7397423,35.3074733
6800762517,-80.7395719,35.3074161
6800762518,-80.7394388,35.3073789
6800762519,-80.7392987,35.3073580
6800762520,-80.7391422,35.3073532
6800762521,-80.7389881,35.3073646
6800762522,-80.7388749,35.3073846
6800762523,-80.7387348,35.3074237
6800762524,-80.7386332,35.3074637
6800762525,-80.7385386,35.3075142
6800762526,-80.7384487,35.3075695
6800762527,-80.7383659,35.3076314
6800762528,-80.7381510,35.3077991
6800762529,-80.7380436,35.3078772
6800762530,-80.7379631,35.3079258
6800762531,-80.7378627,35.3079649
6800762532,-80.7377774,35.3079963
6800762533,-80.7376467,35.3080258
6800762534,-80.7375358,35.3080420
6800762535,-80.7373840,35.3080363
6800762536,-80.7372812,35.3080325
6800762537,-80.7372042,35.3080392
6800762538,-80.7371166,35.3080506
6800762539,-80.7370046,35.3080487
6800762540,-80.7367675,35.3080382
6800762541,-80.7366753,35.3080382
6800762542,-80.7391158,35.3098019
6800762543,-80.7391979,35.3098545
6800762544,-80.7394774,35.3096450
6800762545,-80.7392987,35.3098273
6800762546,-80.7392571,35.3098009
6800762547,-80.7391338,35.3099166
6800762548,-80.7391770,35.3099480
6800762549,-80.7389906,35.3101215
6800762550,-80.7393091,35.3103523
6800762551,-80.7397776,35.3098569
6800762552,-80.7390614,35.3097720
6800762553,-80.7390229,35.3097594
6800762554,-80.7389521,35.3097393
6800762555,-80.7388704,35.3096977
6800772185,-80.7397143,35.3116527
6800772186,-80.7397575,35.3117998
6800772187,-80.7397944,35.3118362
6800772188,-80.7398176,35.3118714
6800772189,-80.7398961,35.3119280
6800772190,-80.7399670,35.3119493
6800772191,-80.7400070,35.3119519
6800772192,-80.7400446,35.3119460
6800772193,-80.7384569,35.3105638
6800772194,-80.7422221,35.3114611
6800772195,-80.7423853,35.3115782
6800772196,-80.7425643,35.3117050
6800772197,-80.7424883,35.3117736
6800772198,-80.7424617,35.3118162
6800772199,-80.7424529,35.3118508
6800772200,-80.7424564,35.3119006
6800772201,-80.7424697,35.3120068
6800772202,-80.7424998,35.3120494
6800772203,-80.7426148,35.3121324
6800772204,-80.7428900,35.3123245
6800772205,-80.7429837,35.3123801
6800772206,-80.7430466,35.3123981
6800772207,-80.7431050,35.3111873
6800772208,-80.7431911,35.3111062
6800772209,-80.7432625,35.3110335
6800772210,-80.7431672,35.3109702
6800772211,-80.7430837,35.3109142
6800772212,-80.7437953,35.3094788
6800772213,-80.7438696,35.3095268
6800772214,-80.7439448,35.3094489
6800772215,-80.7438771,35.3094006
6800772216,-80.7426777,35.3091365
6800772217,-80.7429766,35.3088377
6800772218,-80.7430171,35.3088638
6800772219,-80.7429442,35.3088702
6800772220,-80.7429840,35.3088961
6800772221,-80.7399323,35.3120040
6800772222,-80.7398357,35.3119690
6800772223,-80.7397552,35.3119077
6800772224,-80.7397070,35.3118071
6800772225,-80.7396641,35.3116582
6800772226,-80.7395997,35.3114809
6800772227,-80.7395031,35.3113584
6800772228,-80.7393100,35.3112161
6800772229,-80.7384812,35.3106251
6800772230,-80.7380064,35.3110760
6800772231,-80.7378616,35.3109753
6800772232,-80.7381996,35.3106492
6800772233,-80.7383498,35.3107499
6800772234,-80.7380557,35.3111590
6800772235,-80.7377463,35.3109427
6800772236,-80.7381410,35.3105683
6800772237,-80.7384515,35.3107865
6800772238,-80.7397989,35.3119410
6800772239,-80.7398492,35.3118942
6800772240,-80.7399728,35.3118450
6800772241,-80.7402331,35.3117687
6800772242,-80.7403814,35.3116906
6800772243,-80.7405483,35.3115773
6800772244,-80.7406529,35.3114815
6800772245,-80.7407095,35.3114429
6800772246,-80.7407770,35.3114378
6800772247,-80.7408531,35.3114467
6800772248,-80.7407281,35.3115334
6800772249,-80.7406219,35.3114601
6800772250,-80.7405729,35.3114991
6800772251,-80.7405589,35.3115048
6800772252,-80.7405460,35.3114982
6800772253,-80.7405157,35.3114782
6800772254,-80.7404620,35.3115334
6800772255,-80.7403954,35.3115839
6800772256,-80.7403382,35.3116201
6800772257,-80.7402600,35.3116601
6800772258,-80.7401888,35.3116935
6800772259,-80.7401526,35.3117049
6800772260,-80.7401677,35.3117430
6800772261,-80.7401701,35.3117516
6800772262,-80.7401619,35.3117592
6800772263,-80.7401386,35.3117621
6800772264,-80.7400206,35.3117983
6800772265,-80.7400627,35.3119059
6800772266,-80.7401140,35.3118926
6800772267,-80.7402133,35.3118669
6800772268,-80.7402787,35.3118459
6800772269,-80.7403650,35.3118078
6800772270,-80.7404409,35.3117640
6800772271,-80.7405507,35.3116935
6800772272,-80.7406312,35.3116297
