ID,Longtitude,Latitude
729713690,-80.7419961,35.3116910
729715165,-80.7417678,35.3105093
729715293,-80.7417248,35.3110210
729715371,-80.7414476,35.3109512
729716658,-80.7409021,35.3117383
729716666,-80.7412308,35.3114334
729716680,-80.7413960,35.3112733
729716691,-80.7416209,35.3110509
729716695,-80.7418092,35.3108632
729716707,-80.7418898,35.3106327
729716714,-80.7418243,35.3103273
729716787,-80.7419008,35.3105751
729717221,-80.7403745,35.3121344
729717433,-80.7419999,35.3122263
729722090,-80.7400349,35.3120139
729733918,-80.7387865,35.3096788
730712156,-80.7406101,35.3119641
730712182,-80.7407417,35.3120563
730712204,-80.7407189,35.3121273
784540379,-80.7366899,35.3082251
784540385,-80.7369301,35.3083726
784540390,-80.7372037,35.3085740
784540394,-80.7375470,35.3088148
784540398,-80.7376919,35.3089154
784540404,-80.7380513,35.3091650
784540430,-80.7386199,35.3095458
1775112101,-80.7368029,35.3104023
1798882187,-80.7373080,35.3086445
1798885079,-80.7397790,35.3083476
1798885080,-80.7397945,35.3084833
1798885081,-80.7396363,35.3087689
1798885082,-80.7390467,35.3085789
1798885083,-80.7397648,35.3087427
1798885084,-80.7397325,35.3087044
1798885085,-80.7383325,35.3080554
1798885086,-80.7394845,35.3088181
1798885087,-80.7395639,35.3087985
1798885088,-80.7392527,35.3087416
1798885089,-80.7398720,35.3085106
1798885090,-80.7396883,35.3083425
1798885091,-80.7396038,35.3074994
1798885092,-80.7385202,35.3076132
1798885093,-80.7384344,35.3077664
1798885094,-80.7383003,35.3084931
1798885095,-80.7387753,35.3075071
1798885096,-80.7396711,35.3075508
1798885097,-80.7392795,35.3086365
1798885098,-80.7390084,35.3074775
1798885099,-80.7398077,35.3086201
1798885100,-80.7387485,35.3085271
1798885101,-80.7394727,35.3087776
1798885102,-80.7396658,35.3088028
1798886069,-80.7415999,35.3088745
1798886070,-80.7418879,35.3094680
1798886071,-80.7417852,35.3085362
1798886072,-80.7418608,35.3090463
1798886073,-80.7424175,35.3089686
1798886074,-80.7418464,35.3086253
1798886075,-80.7417665,35.3084359
1798886076,-80.7415431,35.3092484
1798886077,-80.7415788,35.3083971
1798886078,-80.7421269,35.3087772
1798886079,-80.7410814,35.3089198
1798886080,-80.7418756,35.3085975
1804391827,-80.7376485,35.3092797
1804442480,-80.7434458,35.3073328
1804442484,-80.7402490,35.3075944
1804442493,-80.7408804,35.3077681
1804442494,-80.7443515,35.3076878
1804442500,-80.7419171,35.3077748
1804442502,-80.7401059,35.3077591
1804442505,-80.7405298,35.3078389
1804442506,-80.7440426,35.3079664
1804442510,-80.7406967,35.3082553
1804442513,-80.7381979,35.3080780
1804442519,-80.7399211,35.3082414
1804442524,-80.7404290,35.3082061
1804442527,-80.7414663,35.3082505
1804442528,-80.7440078,35.3083641
1804442531,-80.7380164,35.3084597
1804442532,-80.7376963,35.3084823
1804442533,-80.7420755,35.3084920
1804442534,-80.7382041,35.3084974
1804442536,-80.7399488,35.3085778
1804442546,-80.7383241,35.3086129
1804442552,-80.7408396,35.3086483
1804442553,-80.7404629,35.3086631
1804442555,-80.7388996,35.3086707
1804442557,-80.7445116,35.3086908
1804442560,-80.7446173,35.3086694
1804442562,-80.7453288,35.3087514
1804442564,-80.7449752,35.3086458
1804442566,-80.7391180,35.3088339
1804442567,-80.7382995,35.3088364
1804442569,-80.7394165,35.3088640
1804442571,-80.7402012,35.3088666
1804442572,-80.7380718,35.3088766
1804442574,-80.7449827,35.3092223
1804442575,-80.7396658,35.3090750
1804442582,-80.7383087,35.3091528
1804442586,-80.7387149,35.3091880
1804442589,-80.7375273,35.3092029
1804442599,-80.7385826,35.3093964
1804442609,-80.7391950,35.3095822
1804442615,-80.7387949,35.3096300
1804442624,-80.7455654,35.3098131
1804442628,-80.7447555,35.3092072
1805253780,-80.7401138,35.3123935
1805253781,-80.7405532,35.3126983
1805253782,-80.7399263,35.3125737
1805253783,-80.7403587,35.3128800
1805264437,-80.7427878,35.3097791
1825885182,-80.7433373,35.3074291
1825885184,-80.7409564,35.3077582
1825885185,-80.7419114,35.3077431
1825887624,-80.7395943,35.3071992
1825887625,-80.7401163,35.3072695
1825887626,-80.7400076,35.3072905
1825887627,-80.7396976,35.3072940
1839364354,-80.7409256,35.3129703
1839364355,-80.7410250,35.3130307
1839364356,-80.7411119,35.3130915
1868062741,-80.7434363,35.3099727
1868062742,-80.7435922,35.3100594
1868062743,-80.7436613,35.3100407
1868062744,-80.7436981,35.3100648
1868062745,-80.7437303,35.3100788
1868062746,-80.7434601,35.3100854
1868062747,-80.7437663,35.3101001
1868062748,-80.7437258,35.3101402
1868062749,-80.7437760,35.3101740
1868062750,-80.7436193,35.3101952
1868062751,-80.7428095,35.3105880
1868062752,-80.7428583,35.3106211
1868062753,-80.7429021,35.3106332
1868062754,-80.7427995,35.3106789
1868062755,-80.7430623,35.3107419
1868062756,-80.7431423,35.3107961
1868062757,-80.7430728,35.3108643
1868062758,-80.7432633,35.3108795
2147643841,-80.7454265,35.3107526
2147643844,-80.7449818,35.3106974
2147643899,-80.7431716,35.3124552
2147643907,-80.7435079,35.3126302
2147643912,-80.7433481,35.3127878
2147643917,-80.7432758,35.3128599
2147643924,-80.7432051,35.3129271
2714381132,-80.7446477,35.3119307
3468222219,-80.7379046,35.3076341
3468222220,-80.7378657,35.3076746
3468222221,-80.7368907,35.3076921
3600848669,-80.7406059,35.3093292
3600848671,-80.7408129,35.3093824
3600848673,-80.7409286,35.3094341
3600848675,-80.7410858,35.3095270
3600848677,-80.7412167,35.3096130
3600848679,-80.7413348,35.3097203
3600848684,-80.7414481,35.3098694
3600848685,-80.7415151,35.3100622
3600848686,-80.7415254,35.3102342
3600848687,-80.7414956,35.3103833
3600848688,-80.7414310,35.3105323
3600848689,-80.7413245,35.3106705
3627440023,-80.7418878,35.3129792
3627440024,-80.7415374,35.3127424
3627440025,-80.7419551,35.3123525
3627440026,-80.7420541,35.3124160
3627440027,-80.7420931,35.3123814
3627440028,-80.7422559,35.3124969
3627440029,-80.7422205,35.3125402
3627440030,-80.7422948,35.3125893
3627440031,-80.7423690,35.3120225
3627440032,-80.7422720,35.3121010
3627440033,-80.7420509,35.3117771
3627440034,-80.7421926,35.3117522
3627440035,-80.7420923,35.3121142
3627440036,-80.7421687,35.3121246
3627440037,-80.7422450,35.3121135
3627440038,-80.7423124,35.3120823
3627440039,-80.7419946,35.3118154
3627440040,-80.7419560,35.3118664
3627440041,-80.7419391,35.3119247
3627440042,-80.7419458,35.3119843
3627440043,-80.7419752,35.3120392
3627440044,-80.7423632,35.3120345
3627440045,-80.7423916,35.3119757
3627440046,-80.7423942,35.3119125
3627440047,-80.7423708,35.3118522
3702167399,-80.7439036,35.3131363
3702845991,-80.7397310,35.3075009
3702845992,-80.7397573,35.3079787
3702845993,-80.7397914,35.3082789
3702845994,-80.7398331,35.3083377
3702845995,-80.7398749,35.3083981
3702845996,-80.7398862,35.3084941
3702845997,-80.7429382,35.3109232
3702845998,-80.7426515,35.3107000
3702845999,-80.7425928,35.3106156
3702846000,-80.7425760,35.3105289
3702846001,-80.7425872,35.3104490
3702846002,-80.7426487,35.3103669
3702846003,-80.7428752,35.3101273
3702846004,-80.7402603,35.3090311
3702846005,-80.7403669,35.3090038
3702846006,-80.7405090,35.3089407
3702846007,-80.7406426,35.3088785
3702846008,-80.7400926,35.3090770
3702846009,-80.7400659,35.3090225
3702846010,-80.7400346,35.3090072
3702846011,-80.7399928,35.3090106
3702846012,-80.7399635,35.3090277
3702846013,-80.7399614,35.3090481
3702846014,-80.7399956,35.3091129
3702846015,-80.7405094,35.3088290
3702846016,-80.7404712,35.3088701
3702846017,-80.7403689,35.3089134
3702846018,-80.7402352,35.3089714
3702846019,-80.7399785,35.3090804
3702846020,-80.7397650,35.3091573
3702846021,-80.7397085,35.3091232
3702846022,-80.7395915,35.3091965
3702846023,-80.7397817,35.3088008
3702846024,-80.7400638,35.3089663
3702888125,-80.7401244,35.3088946
3702888126,-80.7401077,35.3088674
3702888127,-80.7400262,35.3088708
3702888128,-80.7399194,35.3089377
3702888129,-80.7398381,35.3089918
3702888130,-80.7397838,35.3090106
3702888131,-80.7397294,35.3090140
3702888132,-80.7397106,35.3089731
3702888133,-80.7397587,35.3089202
3702888134,-80.7398446,35.3088633
3702888135,-80.7399071,35.3088179
3702888136,-80.7399572,35.3087684
3702888137,-80.7399677,35.3087326
3702888138,-80.7399510,35.3087053
3702888139,-80.7399050,35.3087070
3702888140,-80.7398151,35.3087463
3799202640,-80.7455894,35.3117139
4076783587,-80.7450609,35.3118939
4181606960,-80.7448322,35.3122396
4365233304,-80.7455418,35.3127130
4365233305,-80.7454292,35.3127108
4365233306,-80.7452951,35.3127393
4365233307,-80.7452092,35.3127743
4365233308,-80.7451315,35.3128268
4365233309,-80.7450510,35.3128925
4365233342,-80.7455932,35.3127273
4370141954,-80.7447811,35.3094145
4384937263,-80.7396652,35.3084616
4384937264,-80.7396196,35.3085546
4384937265,-80.7432322,35.3085772
4384937266,-80.7395177,35.3086225
4384937267,-80.7393876,35.3086356
4384937268,-80.7432619,35.3086240
4384937269,-80.7427568,35.3091186
4384937270,-80.7440819,35.3091985
4384937271,-80.7445240,35.3090657
4384937272,-80.7427270,35.3092561
4384937273,-80.7444436,35.3092299
4384937274,-80.7445280,35.3092441
4384937275,-80.7443404,35.3092408
4384937276,-80.7445992,35.3092857
4384937277,-80.7430150,35.3094562
4384937278,-80.7437157,35.3095577
4384937279,-80.7430500,35.3095748
4384937280,-80.7440628,35.3094991
4384937281,-80.7435883,35.3096866
4384937282,-80.7427371,35.3097289
4384937283,-80.7432175,35.3096885
4384937284,-80.7426550,35.3099549
4384937285,-80.7428205,35.3100644
4384937286,-80.7440181,35.3101503
4384937287,-80.7432766,35.3111226
4384937288,-80.7433310,35.3112066
4384939190,-80.7434345,35.3112766
4384939191,-80.7434965,35.3112757
4384939192,-80.7430147,35.3113535
4384939193,-80.7431812,35.3113497
4384939194,-80.7432833,35.3114292
4384939195,-80.7432343,35.3115055
4384939197,-80.7433573,35.3115932
4384939199,-80.7426144,35.3117343
4384939200,-80.7429543,35.3119735
4384939201,-80.7403094,35.3124711
4384939202,-80.7402747,35.3125046
4384939203,-80.7404227,35.3125495
4384939204,-80.7403881,35.3125822
4493122549,-80.7371015,35.3079661
4493122550,-80.7374282,35.3079914
4493122551,-80.7376196,35.3079838
4493122552,-80.7378272,35.3079260
4493122553,-80.7380582,35.3077909
4493122554,-80.7382613,35.3076497
4493122555,-80.7384933,35.3074824
4493122556,-80.7387919,35.3073529
4493122557,-80.7390633,35.3073146
4493122558,-80.7394675,35.3073383
4510506111,-80.7450774,35.3130112
4837362517,-80.7442145,35.3099541
4854194049,-80.7391424,35.3071983
4854194050,-80.7391612,35.3073052
5170757896,-80.7450786,35.3112993
5170757897,-80.7451671,35.3113570
5170757898,-80.7451282,35.3113946
5170757899,-80.7452184,35.3114538
5170757900,-80.7455352,35.3116747
5189366036,-80.7441864,35.3119751
5189366038,-80.7430146,35.3129005
5189366047,-80.7427186,35.3130376
5189366048,-80.7429711,35.3127979
5189366079,-80.7451917,35.3108493
5189366080,-80.7433645,35.3125693
5189367040,-80.7455177,35.3103847
5189367041,-80.7453580,35.3105300
5189367042,-80.7448832,35.3109839
5189367043,-80.7445829,35.3112778
5189367044,-80.7441577,35.3116881
5189367045,-80.7436753,35.3121672
5189367046,-80.7431765,35.3126475
5189367047,-80.7431021,35.3127176
5189367073,-80.7367322,35.3129533
5189367233,-80.7449608,35.3110081
5189367234,-80.7449143,35.3109757
5189367235,-80.7455186,35.3103988
5189367236,-80.7455651,35.3104312
5189367237,-80.7451054,35.3108225
5189402876,-80.7447705,35.3112105
5189402877,-80.7452225,35.3113812
5189402878,-80.7445117,35.3108855
5189402879,-80.7448283,35.3111023
5189402880,-80.7449234,35.3110026
5189402881,-80.7451358,35.3113199
5189402882,-80.7438693,35.3120357
5189402883,-80.7432104,35.3126753
5189402884,-80.7431355,35.3127450
5189402885,-80.7428729,35.3129910
5189402913,-80.7366984,35.3129746
5423858726,-80.7392049,35.3071691
5423858727,-80.7392222,35.3072131
5423858728,-80.7392568,35.3072405
5423858729,-80.7393421,35.3072504
5423858730,-80.7395546,35.3072877
5423858731,-80.7397192,35.3073408
5423858732,-80.7399083,35.3074155
5423858733,-80.7400648,35.3074951
5423858734,-80.7401817,35.3075789
5423858735,-80.7402386,35.3076261
5423858736,-80.7403666,35.3077522
5423858737,-80.7404215,35.3078211
5423858738,-80.7404683,35.3078916
5423858739,-80.7405191,35.3079836
5423858740,-80.7405679,35.3081022
5423858741,-80.7405913,35.3081868
5423858742,-80.7406004,35.3082573
5423858743,-80.7406065,35.3083170
5423858744,-80.7406116,35.3083842
5423858745,-80.7406136,35.3084655
5423858746,-80.7406035,35.3085302
5423858747,-80.7406146,35.3086223
5423858748,-80.7406268,35.3087044
5423858749,-80.7406624,35.3087923
5423858750,-80.7407000,35.3088537
5423858751,-80.7407661,35.3089316
5423858752,-80.7408352,35.3089980
5423858753,-80.7408972,35.3090419
5423858754,-80.7409714,35.3090826
5423858755,-80.7411716,35.3091788
5423858756,-80.7413180,35.3092750
5423858757,-80.7413728,35.3093107
5423858758,-80.7415049,35.3094017
5423858759,-80.7416303,35.3095096
5423858760,-80.7417299,35.3096332
5423858761,-80.7417746,35.3097004
5423858762,-80.7418315,35.3098057
5423858763,-80.7418651,35.3098812
5423858764,-80.7418915,35.3099558
5423858765,-80.7418976,35.3100222
5423858766,-80.7419078,35.3101234
5423858767,-80.7419108,35.3102553
5423858768,-80.7418978,35.3103534
5423858769,-80.7418969,35.3104281
5423858770,-80.7418832,35.3104795
5423858772,-80.7406907,35.3083968
5423858773,-80.7406120,35.3083991
5425701107,-80.7405611,35.3074318
5425701108,-80.7409664,35.3077981
5425701113,-80.7423545,35.3074430
5425701114,-80.7423595,35.3075880
5425701115,-80.7419054,35.3075955
5425701116,-80.7401938,35.3075479
5425701117,-80.7402165,35.3073763
5425701118,-80.7409205,35.3077874
5425701119,-80.7413834,35.3078332
5425701120,-80.7416479,35.3078278
5425702621,-80.7423391,35.3076108
5425702622,-80.7425292,35.3075422
5425702623,-80.7429497,35.3075222
5425702624,-80.7432804,35.3075017
5425702625,-80.7434088,35.3074238
5425702643,-80.7403902,35.3073597
5425702644,-80.7401522,35.3074358
5425702645,-80.7403047,35.3073417
5425702646,-80.7404810,35.3073848
5425702647,-80.7401502,35.3074984
5425702693,-80.7404199,35.3088327
5425702694,-80.7404583,35.3087580
5425702695,-80.7404660,35.3084358
5425702696,-80.7404644,35.3083147
5425702697,-80.7402952,35.3079637
5425702698,-80.7402098,35.3078501
5425702699,-80.7400073,35.3077174
5425702700,-80.7399519,35.3077833
5425702701,-80.7399426,35.3079268
5425702702,-80.7399349,35.3080866
5425702703,-80.7399180,35.3084297
5425702704,-80.7400319,35.3087750
5425702705,-80.7403044,35.3088748
5425702706,-80.7401042,35.3088334
5425702707,-80.7406471,35.3080446
5425702708,-80.7404048,35.3077041
5425702709,-80.7407772,35.3083859
5425702710,-80.7407124,35.3085904
5425702711,-80.7407328,35.3086671
5425702712,-80.7407880,35.3086779
5425702713,-80.7411459,35.3085563
5425702714,-80.7413450,35.3084409
5425702715,-80.7413596,35.3083053
5425702716,-80.7417939,35.3083236
5425702717,-80.7428396,35.3088198
5425702718,-80.7425241,35.3088388
5425702719,-80.7426912,35.3089036
5425702720,-80.7427794,35.3088846
5425702721,-80.7425983,35.3088865
5425702722,-80.7430429,35.3085890
5425702723,-80.7431282,35.3085278
5425702724,-80.7430739,35.3085432
5425702725,-80.7431872,35.3085373
5425702726,-80.7445750,35.3087390
5425702727,-80.7440418,35.3084682
5425702728,-80.7440048,35.3085637
5425702729,-80.7439371,35.3085889
5425702730,-80.7438446,35.3085989
5425702731,-80.7437337,35.3085889
5425702732,-80.7436228,35.3086090
5425702733,-80.7436166,35.3086643
5425702734,-80.7435858,35.3087096
5425702735,-80.7435369,35.3087246
5425702736,-80.7434830,35.3087045
5425702737,-80.7433921,35.3086542
5425702738,-80.7432904,35.3086027
5425702744,-80.7452476,35.3079592
5425702749,-80.7454673,35.3089498
5425702750,-80.7451574,35.3086526
5425702751,-80.7448718,35.3091885
5425702752,-80.7445861,35.3091715
5425702753,-80.7446681,35.3092090
5425702754,-80.7445363,35.3091230
5425702755,-80.7444695,35.3088542
5425702756,-80.7444691,35.3087572
5425702757,-80.7444834,35.3089665
5425702758,-80.7452419,35.3095461
5425702759,-80.7453956,35.3096949
5538054635,-80.7447518,35.3116705
5538125231,-80.7431782,35.3131898
5538125235,-80.7455041,35.3125591
5538125236,-80.7445599,35.3119125
5538125237,-80.7447482,35.3117293
5538125238,-80.7453899,35.3121688
5538125239,-80.7453722,35.3121860
5538125240,-80.7454539,35.3122420
5538125241,-80.7454289,35.3122663
5538125243,-80.7451342,35.3118455
5538125244,-80.7449807,35.3117427
5538125245,-80.7451389,35.3116004
5538125246,-80.7453235,35.3117242
5538125247,-80.7452470,35.3118001
5538125248,-80.7451976,35.3117826
5538125249,-80.7450100,35.3117135
5538125250,-80.7450581,35.3116807
5538125251,-80.7449778,35.3116919
5538125252,-80.7450169,35.3116530
5538125253,-80.7455040,35.3116847
5538125254,-80.7454238,35.3116432
5538125255,-80.7450800,35.3114124
5538125256,-80.7448812,35.3116009
5538125257,-80.7452588,35.3115325
5538125258,-80.7452896,35.3115034
5538537679,-80.7454223,35.3101075
5538537680,-80.7453740,35.3101529
5538537681,-80.7453833,35.3102156
5538537682,-80.7453623,35.3101833
5538537683,-80.7438973,35.3116496
5538537684,-80.7437468,35.3117488
5538677893,-80.7449212,35.3072466
5538677894,-80.7450286,35.3073915
5538677895,-80.7452247,35.3076620
5538677896,-80.7454069,35.3077268
5538677897,-80.7455797,35.3077611
5538677907,-80.7455330,35.3079098
5538677908,-80.7453882,35.3079517
5538677909,-80.7443884,35.3076713
5538677910,-80.7442948,35.3077143
5538677911,-80.7442058,35.3077450
